ForecastDate,Date,CountryCode,CountryName,Estimated,Confirmed,ForecastChart
2020-03-19,2020-03-22,AT,Austria,2994.689,,charts/2020-03-19_AT.svg
2020-03-19,2020-02-02,AU,Australia,0.072,11,charts/2020-03-19_AU.svg
2020-03-19,2020-02-03,AU,Australia,0.088,11,charts/2020-03-19_AU.svg
2020-03-19,2020-02-04,AU,Australia,0.107,11,charts/2020-03-19_AU.svg
2020-03-19,2020-02-05,AU,Australia,0.130,12,charts/2020-03-19_AU.svg
2020-03-19,2020-02-06,AU,Australia,0.159,13,charts/2020-03-19_AU.svg
2020-03-19,2020-02-07,AU,Australia,0.193,14,charts/2020-03-19_AU.svg
2020-03-19,2020-02-08,AU,Australia,0.235,14,charts/2020-03-19_AU.svg
2020-03-19,2020-02-09,AU,Australia,0.286,14,charts/2020-03-19_AU.svg
2020-03-19,2020-02-10,AU,Australia,0.348,14,charts/2020-03-19_AU.svg
2020-03-19,2020-02-11,AU,Australia,0.423,14,charts/2020-03-19_AU.svg
2020-03-19,2020-02-12,AU,Australia,0.514,14,charts/2020-03-19_AU.svg
2020-03-19,2020-02-13,AU,Australia,0.625,14,charts/2020-03-19_AU.svg
2020-03-19,2020-02-14,AU,Australia,0.760,15,charts/2020-03-19_AU.svg
2020-03-19,2020-02-15,AU,Australia,0.924,15,charts/2020-03-19_AU.svg
2020-03-19,2020-02-16,AU,Australia,1.123,15,charts/2020-03-19_AU.svg
2020-03-19,2020-02-17,AU,Australia,1.365,15,charts/2020-03-19_AU.svg
2020-03-19,2020-02-18,AU,Australia,1.659,15,charts/2020-03-19_AU.svg
2020-03-19,2020-02-19,AU,Australia,2.015,15,charts/2020-03-19_AU.svg
2020-03-19,2020-02-20,AU,Australia,2.449,15,charts/2020-03-19_AU.svg
2020-03-19,2020-02-21,AU,Australia,2.975,17,charts/2020-03-19_AU.svg
2020-03-19,2020-02-22,AU,Australia,3.614,21,charts/2020-03-19_AU.svg
2020-03-19,2020-02-23,AU,Australia,4.390,22,charts/2020-03-19_AU.svg
2020-03-19,2020-02-24,AU,Australia,5.332,22,charts/2020-03-19_AU.svg
2020-03-19,2020-02-25,AU,Australia,6.476,22,charts/2020-03-19_AU.svg
2020-03-19,2020-02-26,AU,Australia,7.863,22,charts/2020-03-19_AU.svg
2020-03-19,2020-02-27,AU,Australia,9.548,23,charts/2020-03-19_AU.svg
2020-03-19,2020-02-28,AU,Australia,11.592,23,charts/2020-03-19_AU.svg
2020-03-19,2020-02-29,AU,Australia,14.072,25,charts/2020-03-19_AU.svg
2020-03-19,2020-03-01,AU,Australia,17.080,26,charts/2020-03-19_AU.svg
2020-03-19,2020-03-02,AU,Australia,20.730,29,charts/2020-03-19_AU.svg
2020-03-19,2020-03-03,AU,Australia,25.158,33,charts/2020-03-19_AU.svg
2020-03-19,2020-03-04,AU,Australia,30.528,41,charts/2020-03-19_AU.svg
2020-03-19,2020-03-05,AU,Australia,37.040,52,charts/2020-03-19_AU.svg
2020-03-19,2020-03-06,AU,Australia,44.937,59,charts/2020-03-19_AU.svg
2020-03-19,2020-03-07,AU,Australia,54.512,63,charts/2020-03-19_AU.svg
2020-03-19,2020-03-08,AU,Australia,66.121,74,charts/2020-03-19_AU.svg
2020-03-19,2020-03-09,AU,Australia,80.194,80,charts/2020-03-19_AU.svg
2020-03-19,2020-03-10,AU,Australia,97.253,100,charts/2020-03-19_AU.svg
2020-03-19,2020-03-11,AU,Australia,117.928,112,charts/2020-03-19_AU.svg
2020-03-19,2020-03-12,AU,Australia,142.984,126,charts/2020-03-19_AU.svg
2020-03-19,2020-03-13,AU,Australia,173.346,156,charts/2020-03-19_AU.svg
2020-03-19,2020-03-14,AU,Australia,210.135,197,charts/2020-03-19_AU.svg
2020-03-19,2020-03-15,AU,Australia,254.705,249,charts/2020-03-19_AU.svg
2020-03-19,2020-03-16,AU,Australia,308.697,298,charts/2020-03-19_AU.svg
2020-03-19,2020-03-17,AU,Australia,374.097,375,charts/2020-03-19_AU.svg
2020-03-19,2020-03-18,AU,Australia,453.307,454,charts/2020-03-19_AU.svg
2020-03-19,2020-03-19,AU,Australia,549.233,565,charts/2020-03-19_AU.svg
2020-03-19,2020-03-20,AU,Australia,665.392,,charts/2020-03-19_AU.svg
2020-03-19,2020-03-21,AU,Australia,806.037,,charts/2020-03-19_AU.svg
2020-03-19,2020-03-22,AU,Australia,976.311,,charts/2020-03-19_AU.svg
2020-03-19,2020-03-04,BE,Belgium,33.587,13,charts/2020-03-19_BE.svg
2020-03-19,2020-03-05,BE,Belgium,47.480,23,charts/2020-03-19_BE.svg
2020-03-19,2020-03-06,BE,Belgium,66.047,50,charts/2020-03-19_BE.svg
2020-03-19,2020-03-07,BE,Belgium,90.475,109,charts/2020-03-19_BE.svg
2020-03-19,2020-03-08,BE,Belgium,122.134,169,charts/2020-03-19_BE.svg
2020-03-19,2020-03-09,BE,Belgium,162.586,200,charts/2020-03-19_BE.svg
2020-03-19,2020-03-10,BE,Belgium,213.572,239,charts/2020-03-19_BE.svg
2020-03-19,2020-03-11,BE,Belgium,277.007,267,charts/2020-03-19_BE.svg
2020-03-19,2020-03-12,BE,Belgium,354.960,314,charts/2020-03-19_BE.svg
2020-03-19,2020-03-13,BE,Belgium,449.631,399,charts/2020-03-19_BE.svg
2020-03-19,2020-03-14,BE,Belgium,563.318,559,charts/2020-03-19_BE.svg
2020-03-19,2020-03-15,BE,Belgium,698.384,689,charts/2020-03-19_BE.svg
2020-03-19,2020-03-16,BE,Belgium,857.215,886,charts/2020-03-19_BE.svg
2020-03-19,2020-03-17,BE,Belgium,1042.180,1085,charts/2020-03-19_BE.svg
2020-03-19,2020-03-18,BE,Belgium,1255.585,1243,charts/2020-03-19_BE.svg
2020-03-19,2020-03-19,BE,Belgium,1499.628,1486,charts/2020-03-19_BE.svg
2020-03-19,2020-03-20,BE,Belgium,1776.357,,charts/2020-03-19_BE.svg
2020-03-19,2020-03-21,BE,Belgium,2087.630,,charts/2020-03-19_BE.svg
2020-03-19,2020-03-22,BE,Belgium,2435.077,,charts/2020-03-19_BE.svg
2020-03-19,2020-02-26,BH,Bahrain,13.999,23,charts/2020-03-19_BH.svg
2020-03-19,2020-02-27,BH,Bahrain,17.644,33,charts/2020-03-19_BH.svg
2020-03-19,2020-02-28,BH,Bahrain,21.960,33,charts/2020-03-19_BH.svg
2020-03-19,2020-02-29,BH,Bahrain,27.012,38,charts/2020-03-19_BH.svg
2020-03-19,2020-03-01,BH,Bahrain,32.855,41,charts/2020-03-19_BH.svg
2020-03-19,2020-03-02,BH,Bahrain,39.541,47,charts/2020-03-19_BH.svg
2020-03-19,2020-03-04,BH,Bahrain,47.114,49,charts/2020-03-19_BH.svg
2020-03-19,2020-03-05,BH,Bahrain,55.608,52,charts/2020-03-19_BH.svg
2020-03-19,2020-03-06,BH,Bahrain,65.048,52,charts/2020-03-19_BH.svg
2020-03-19,2020-03-07,BH,Bahrain,75.448,56,charts/2020-03-19_BH.svg
2020-03-19,2020-03-08,BH,Bahrain,86.812,63,charts/2020-03-19_BH.svg
2020-03-19,2020-03-09,BH,Bahrain,99.132,79,charts/2020-03-19_BH.svg
2020-03-19,2020-03-10,BH,Bahrain,112.392,109,charts/2020-03-19_BH.svg
2020-03-19,2020-03-11,BH,Bahrain,126.563,110,charts/2020-03-19_BH.svg
2020-03-19,2020-03-12,BH,Bahrain,141.609,162,charts/2020-03-19_BH.svg
2020-03-19,2020-03-13,BH,Bahrain,157.484,162,charts/2020-03-19_BH.svg
2020-03-19,2020-03-14,BH,Bahrain,174.136,210,charts/2020-03-19_BH.svg
2020-03-19,2020-03-15,BH,Bahrain,191.505,211,charts/2020-03-19_BH.svg
2020-03-19,2020-03-16,BH,Bahrain,209.527,214,charts/2020-03-19_BH.svg
2020-03-19,2020-03-17,BH,Bahrain,228.133,221,charts/2020-03-19_BH.svg
2020-03-19,2020-03-18,BH,Bahrain,247.250,237,charts/2020-03-19_BH.svg
2020-03-19,2020-03-19,BH,Bahrain,266.807,256,charts/2020-03-19_BH.svg
2020-03-19,2020-03-20,BH,Bahrain,286.728,,charts/2020-03-19_BH.svg
2020-03-19,2020-03-21,BH,Bahrain,306.939,,charts/2020-03-19_BH.svg
2020-03-19,2020-03-22,BH,Bahrain,327.367,,charts/2020-03-19_BH.svg
2020-03-19,2020-03-07,BR,Brazil,13.962,13,charts/2020-03-19_BR.svg
2020-03-19,2020-03-08,BR,Brazil,19.538,13,charts/2020-03-19_BR.svg
2020-03-19,2020-03-09,BR,Brazil,27.186,25,charts/2020-03-19_BR.svg
2020-03-19,2020-03-11,BR,Brazil,37.615,34,charts/2020-03-19_BR.svg
2020-03-19,2020-03-12,BR,Brazil,51.757,52,charts/2020-03-19_BR.svg
2020-03-19,2020-03-13,BR,Brazil,70.831,77,charts/2020-03-19_BR.svg
2020-03-19,2020-03-14,BR,Brazil,96.417,98,charts/2020-03-19_BR.svg
2020-03-19,2020-03-15,BR,Brazil,130.559,121,charts/2020-03-19_BR.svg
2020-03-19,2020-03-16,BR,Brazil,175.879,200,charts/2020-03-19_BR.svg
2020-03-19,2020-03-17,BR,Brazil,235.732,234,charts/2020-03-19_BR.svg
2020-03-19,2020-03-18,BR,Brazil,314.380,291,charts/2020-03-19_BR.svg
2020-03-19,2020-03-19,BR,Brazil,417.217,428,charts/2020-03-19_BR.svg
2020-03-19,2020-03-20,BR,Brazil,551.031,,charts/2020-03-19_BR.svg
2020-03-19,2020-03-21,BR,Brazil,724.321,,charts/2020-03-19_BR.svg
2020-03-19,2020-03-22,BR,Brazil,947.684,,charts/2020-03-19_BR.svg
2020-03-19,2020-02-25,CA,Canada,1.891,11,charts/2020-03-19_CA.svg
2020-03-19,2020-02-26,CA,Canada,2.450,11,charts/2020-03-19_CA.svg
2020-03-19,2020-02-27,CA,Canada,3.174,12,charts/2020-03-19_CA.svg
2020-03-19,2020-02-28,CA,Canada,4.111,14,charts/2020-03-19_CA.svg
2020-03-19,2020-02-29,CA,Canada,5.323,16,charts/2020-03-19_CA.svg
2020-03-19,2020-03-01,CA,Canada,6.891,20,charts/2020-03-19_CA.svg
2020-03-19,2020-03-02,CA,Canada,8.920,24,charts/2020-03-19_CA.svg
2020-03-19,2020-03-03,CA,Canada,11.545,27,charts/2020-03-19_CA.svg
2020-03-19,2020-03-04,CA,Canada,14.938,30,charts/2020-03-19_CA.svg
2020-03-19,2020-03-05,CA,Canada,19.326,33,charts/2020-03-19_CA.svg
2020-03-19,2020-03-06,CA,Canada,24.999,45,charts/2020-03-19_CA.svg
2020-03-19,2020-03-07,CA,Canada,32.330,51,charts/2020-03-19_CA.svg
2020-03-19,2020-03-08,CA,Canada,41.804,57,charts/2020-03-19_CA.svg
2020-03-19,2020-03-09,CA,Canada,54.045,62,charts/2020-03-19_CA.svg
2020-03-19,2020-03-10,CA,Canada,69.857,77,charts/2020-03-19_CA.svg
2020-03-19,2020-03-11,CA,Canada,90.280,93,charts/2020-03-19_CA.svg
2020-03-19,2020-03-12,CA,Canada,116.653,103,charts/2020-03-19_CA.svg
2020-03-19,2020-03-13,CA,Canada,150.703,138,charts/2020-03-19_CA.svg
2020-03-19,2020-03-14,CA,Canada,194.657,176,charts/2020-03-19_CA.svg
2020-03-19,2020-03-15,CA,Canada,251.386,244,charts/2020-03-19_CA.svg
2020-03-19,2020-03-16,CA,Canada,324.590,304,charts/2020-03-19_CA.svg
2020-03-19,2020-03-17,CA,Canada,419.037,424,charts/2020-03-19_CA.svg
2020-03-19,2020-03-18,CA,Canada,540.870,569,charts/2020-03-19_CA.svg
2020-03-19,2020-03-19,CA,Canada,698.002,690,charts/2020-03-19_CA.svg
2020-03-19,2020-03-20,CA,Canada,900.624,,charts/2020-03-19_CA.svg
2020-03-19,2020-03-21,CA,Canada,1161.859,,charts/2020-03-19_CA.svg
2020-03-19,2020-03-22,CA,Canada,1498.603,,charts/2020-03-19_CA.svg
2020-03-19,2020-02-29,CH,Switzerland,1.402,12,charts/2020-03-19_CH.svg
2020-03-19,2020-03-01,CH,Switzerland,3.187,18,charts/2020-03-19_CH.svg
2020-03-19,2020-03-02,CH,Switzerland,6.737,24,charts/2020-03-19_CH.svg
2020-03-19,2020-03-03,CH,Switzerland,13.331,30,charts/2020-03-19_CH.svg
2020-03-19,2020-03-04,CH,Switzerland,24.838,37,charts/2020-03-19_CH.svg
2020-03-19,2020-03-05,CH,Switzerland,43.804,57,charts/2020-03-19_CH.svg
2020-03-19,2020-03-06,CH,Switzerland,73.479,87,charts/2020-03-19_CH.svg
2020-03-19,2020-03-07,CH,Switzerland,117.758,209,charts/2020-03-19_CH.svg
2020-03-19,2020-03-08,CH,Switzerland,181.025,264,charts/2020-03-19_CH.svg
2020-03-19,2020-03-09,CH,Switzerland,267.920,332,charts/2020-03-19_CH.svg
2020-03-19,2020-03-10,CH,Switzerland,383.042,374,charts/2020-03-19_CH.svg
2020-03-19,2020-03-11,CH,Switzerland,530.623,490,charts/2020-03-19_CH.svg
2020-03-19,2020-03-12,CH,Switzerland,714.225,642,charts/2020-03-19_CH.svg
2020-03-19,2020-03-13,CH,Switzerland,936.471,854,charts/2020-03-19_CH.svg
2020-03-19,2020-03-14,CH,Switzerland,1198.865,1121,charts/2020-03-19_CH.svg
2020-03-19,2020-03-15,CH,Switzerland,1501.683,1359,charts/2020-03-19_CH.svg
2020-03-19,2020-03-16,CH,Switzerland,1843.974,2200,charts/2020-03-19_CH.svg
2020-03-19,2020-03-17,CH,Switzerland,2223.621,2200,charts/2020-03-19_CH.svg
2020-03-19,2020-03-18,CH,Switzerland,2637.494,2650,charts/2020-03-19_CH.svg
2020-03-19,2020-03-19,CH,Switzerland,3081.625,3010,charts/2020-03-19_CH.svg
2020-03-19,2020-03-20,CH,Switzerland,3551.429,,charts/2020-03-19_CH.svg
2020-03-19,2020-03-21,CH,Switzerland,4041.923,,charts/2020-03-19_CH.svg
2020-03-19,2020-03-22,CH,Switzerland,4547.936,,charts/2020-03-19_CH.svg
2020-03-19,2020-03-10,CL,Chile,5.892,13,charts/2020-03-19_CL.svg
2020-03-19,2020-03-11,CL,Chile,10.575,17,charts/2020-03-19_CL.svg
2020-03-19,2020-03-12,CL,Chile,18.022,23,charts/2020-03-19_CL.svg
2020-03-19,2020-03-13,CL,Chile,29.297,33,charts/2020-03-19_CL.svg
2020-03-19,2020-03-14,CL,Chile,45.623,43,charts/2020-03-19_CL.svg
2020-03-19,2020-03-15,CL,Chile,68.314,61,charts/2020-03-19_CL.svg
2020-03-19,2020-03-16,CL,Chile,98.700,75,charts/2020-03-19_CL.svg
2020-03-19,2020-03-17,CL,Chile,138.032,156,charts/2020-03-19_CL.svg
2020-03-19,2020-03-18,CL,Chile,187.392,201,charts/2020-03-19_CL.svg
2020-03-19,2020-03-19,CL,Chile,247.611,238,charts/2020-03-19_CL.svg
2020-03-19,2020-03-20,CL,Chile,319.211,,charts/2020-03-19_CL.svg
2020-03-19,2020-03-21,CL,Chile,402.368,,charts/2020-03-19_CL.svg
2020-03-19,2020-03-22,CL,Chile,496.900,,charts/2020-03-19_CL.svg
2020-03-19,2019-12-31,CN,China,0.000,27,charts/2020-03-19_CN.svg
2020-03-19,2020-01-01,CN,China,0.000,27,charts/2020-03-19_CN.svg
2020-03-19,2020-01-02,CN,China,0.000,27,charts/2020-03-19_CN.svg
2020-03-19,2020-01-03,CN,China,0.000,44,charts/2020-03-19_CN.svg
2020-03-19,2020-01-04,CN,China,0.000,44,charts/2020-03-19_CN.svg
2020-03-19,2020-01-05,CN,China,0.000,59,charts/2020-03-19_CN.svg
2020-03-19,2020-01-06,CN,China,0.000,59,charts/2020-03-19_CN.svg
2020-03-19,2020-01-07,CN,China,0.000,59,charts/2020-03-19_CN.svg
2020-03-19,2020-01-08,CN,China,0.000,59,charts/2020-03-19_CN.svg
2020-03-19,2020-01-09,CN,China,0.000,59,charts/2020-03-19_CN.svg
2020-03-19,2020-01-10,CN,China,0.000,59,charts/2020-03-19_CN.svg
2020-03-19,2020-01-11,CN,China,0.000,59,charts/2020-03-19_CN.svg
2020-03-19,2020-01-12,CN,China,0.000,59,charts/2020-03-19_CN.svg
2020-03-19,2020-01-13,CN,China,0.000,59,charts/2020-03-19_CN.svg
2020-03-19,2020-01-14,CN,China,0.000,59,charts/2020-03-19_CN.svg
2020-03-19,2020-01-15,CN,China,0.000,59,charts/2020-03-19_CN.svg
2020-03-19,2020-01-16,CN,China,0.000,59,charts/2020-03-19_CN.svg
2020-03-19,2020-01-17,CN,China,0.000,63,charts/2020-03-19_CN.svg
2020-03-19,2020-01-18,CN,China,0.003,80,charts/2020-03-19_CN.svg
2020-03-19,2020-01-19,CN,China,0.028,216,charts/2020-03-19_CN.svg
2020-03-19,2020-01-20,CN,China,0.212,235,charts/2020-03-19_CN.svg
2020-03-19,2020-01-21,CN,China,1.232,386,charts/2020-03-19_CN.svg
2020-03-19,2020-01-22,CN,China,5.630,526,charts/2020-03-19_CN.svg
2020-03-19,2020-01-23,CN,China,20.903,623,charts/2020-03-19_CN.svg
2020-03-19,2020-01-24,CN,China,64.862,882,charts/2020-03-19_CN.svg
2020-03-19,2020-01-25,CN,China,172.390,1323,charts/2020-03-19_CN.svg
2020-03-19,2020-01-26,CN,China,400.845,1988,charts/2020-03-19_CN.svg
2020-03-19,2020-01-27,CN,China,830.463,2775,charts/2020-03-19_CN.svg
2020-03-19,2020-01-28,CN,China,1557.396,4528,charts/2020-03-19_CN.svg
2020-03-19,2020-01-29,CN,China,2679.969,5994,charts/2020-03-19_CN.svg
2020-03-19,2020-01-30,CN,China,4281.740,7734,charts/2020-03-19_CN.svg
2020-03-19,2020-01-31,CN,China,6416.234,9714,charts/2020-03-19_CN.svg
2020-03-19,2020-02-01,CN,China,9097.365,11809,charts/2020-03-19_CN.svg
2020-03-19,2020-02-02,CN,China,12297.374,14399,charts/2020-03-19_CN.svg
2020-03-19,2020-02-03,CN,China,15951.696,17211,charts/2020-03-19_CN.svg
2020-03-19,2020-02-04,CN,China,19968.593,20448,charts/2020-03-19_CN.svg
2020-03-19,2020-02-05,CN,China,24240.845,24320,charts/2020-03-19_CN.svg
2020-03-19,2020-02-06,CN,China,28657.101,28047,charts/2020-03-19_CN.svg
2020-03-19,2020-02-07,CN,China,33111.277,31207,charts/2020-03-19_CN.svg
2020-03-19,2020-02-08,CN,China,37509.249,34625,charts/2020-03-19_CN.svg
2020-03-19,2020-02-09,CN,China,41772.763,37232,charts/2020-03-19_CN.svg
2020-03-19,2020-02-10,CN,China,45840.941,40206,charts/2020-03-19_CN.svg
2020-03-19,2020-02-11,CN,China,49669.971,42696,charts/2020-03-19_CN.svg
2020-03-19,2020-02-12,CN,China,53231.571,44724,charts/2020-03-19_CN.svg
2020-03-19,2020-02-13,CN,China,56510.786,59865,charts/2020-03-19_CN.svg
2020-03-19,2020-02-14,CN,China,59503.522,64021,charts/2020-03-19_CN.svg
2020-03-19,2020-02-15,CN,China,62214.107,66559,charts/2020-03-19_CN.svg
2020-03-19,2020-02-16,CN,China,64653.071,68566,charts/2020-03-19_CN.svg
2020-03-19,2020-02-17,CN,China,66835.223,70618,charts/2020-03-19_CN.svg
2020-03-19,2020-02-18,CN,China,68778.070,72508,charts/2020-03-19_CN.svg
2020-03-19,2020-02-19,CN,China,70500.560,74258,charts/2020-03-19_CN.svg
2020-03-19,2020-02-20,CN,China,72022.123,74652,charts/2020-03-19_CN.svg
2020-03-19,2020-02-21,CN,China,73361.970,75543,charts/2020-03-19_CN.svg
2020-03-19,2020-02-22,CN,China,74538.599,76369,charts/2020-03-19_CN.svg
2020-03-19,2020-02-23,CN,China,75569.470,77016,charts/2020-03-19_CN.svg
2020-03-19,2020-02-24,CN,China,76470.811,77234,charts/2020-03-19_CN.svg
2020-03-19,2020-02-25,CN,China,77257.519,77749,charts/2020-03-19_CN.svg
2020-03-19,2020-02-26,CN,China,77943.137,78159,charts/2020-03-19_CN.svg
2020-03-19,2020-02-27,CN,China,78539.877,78598,charts/2020-03-19_CN.svg
2020-03-19,2020-02-28,CN,China,79058.676,78927,charts/2020-03-19_CN.svg
2020-03-19,2020-02-29,CN,China,79509.275,79355,charts/2020-03-19_CN.svg
2020-03-19,2020-03-01,CN,China,79900.312,79929,charts/2020-03-19_CN.svg
2020-03-19,2020-03-02,CN,China,80239.415,80134,charts/2020-03-19_CN.svg
2020-03-19,2020-03-03,CN,China,80533.297,80261,charts/2020-03-19_CN.svg
2020-03-19,2020-03-04,CN,China,80787.851,80380,charts/2020-03-19_CN.svg
2020-03-19,2020-03-05,CN,China,81008.238,80497,charts/2020-03-19_CN.svg
2020-03-19,2020-03-06,CN,China,81198.966,80667,charts/2020-03-19_CN.svg
2020-03-19,2020-03-07,CN,China,81363.970,80768,charts/2020-03-19_CN.svg
2020-03-19,2020-03-08,CN,China,81506.677,80814,charts/2020-03-19_CN.svg
2020-03-19,2020-03-09,CN,China,81630.068,80859,charts/2020-03-19_CN.svg
2020-03-19,2020-03-10,CN,China,81736.733,80879,charts/2020-03-19_CN.svg
2020-03-19,2020-03-11,CN,China,81828.922,80908,charts/2020-03-19_CN.svg
2020-03-19,2020-03-12,CN,China,81908.586,80932,charts/2020-03-19_CN.svg
2020-03-19,2020-03-13,CN,China,81977.417,80954,charts/2020-03-19_CN.svg
2020-03-19,2020-03-14,CN,China,82036.881,80973,charts/2020-03-19_CN.svg
2020-03-19,2020-03-15,CN,China,82088.247,80995,charts/2020-03-19_CN.svg
2020-03-19,2020-03-16,CN,China,82132.614,81020,charts/2020-03-19_CN.svg
2020-03-19,2020-03-17,CN,China,82170.932,81130,charts/2020-03-19_CN.svg
2020-03-19,2020-03-18,CN,China,82204.023,81163,charts/2020-03-19_CN.svg
2020-03-19,2020-03-19,CN,China,82232.600,81238,charts/2020-03-19_CN.svg
2020-03-19,2020-03-20,CN,China,82257.276,,charts/2020-03-19_CN.svg
2020-03-19,2020-03-21,CN,China,82278.584,,charts/2020-03-19_CN.svg
2020-03-19,2020-03-22,CN,China,82296.981,,charts/2020-03-19_CN.svg
2020-03-19,2020-03-06,CZ,Czech Republic,7.185,12,charts/2020-03-19_CZ.svg
2020-03-19,2020-03-07,CZ,Czech Republic,11.943,19,charts/2020-03-19_CZ.svg
2020-03-19,2020-03-08,CZ,Czech Republic,19.099,26,charts/2020-03-19_CZ.svg
2020-03-19,2020-03-09,CZ,Czech Republic,29.471,32,charts/2020-03-19_CZ.svg
2020-03-19,2020-03-10,CZ,Czech Republic,44.001,40,charts/2020-03-19_CZ.svg
2020-03-19,2020-03-11,CZ,Czech Republic,63.723,63,charts/2020-03-19_CZ.svg
2020-03-19,2020-03-12,CZ,Czech Republic,89.723,94,charts/2020-03-19_CZ.svg
2020-03-19,2020-03-13,CZ,Czech Republic,123.086,116,charts/2020-03-19_CZ.svg
2020-03-19,2020-03-14,CZ,Czech Republic,164.846,150,charts/2020-03-19_CZ.svg
2020-03-19,2020-03-15,CZ,Czech Republic,215.923,214,charts/2020-03-19_CZ.svg
2020-03-19,2020-03-16,CZ,Czech Republic,277.083,298,charts/2020-03-19_CZ.svg
2020-03-19,2020-03-17,CZ,Czech Republic,348.887,344,charts/2020-03-19_CZ.svg
2020-03-19,2020-03-18,CZ,Czech Republic,431.669,434,charts/2020-03-19_CZ.svg
2020-03-19,2020-03-19,CZ,Czech Republic,525.518,522,charts/2020-03-19_CZ.svg
2020-03-19,2020-03-20,CZ,Czech Republic,630.273,,charts/2020-03-19_CZ.svg
2020-03-19,2020-03-21,CZ,Czech Republic,745.534,,charts/2020-03-19_CZ.svg
2020-03-19,2020-03-22,CZ,Czech Republic,870.685,,charts/2020-03-19_CZ.svg
